"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aust"
"SE10b.2","2022-23","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty plea by defendant","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","59.5","na","73.9","na","56.3","59.2","52.6","79.2","66.9",""
"SE10b.2","2022-23","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty finding by court","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","11.3","na","0.9","na","1.0","3.8","1.1","1.2","5.1",""
"SE10b.2","2022-23","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty ex-parte","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","10.0","na","9.6","na","5.5","0.6","1.1","0.3","8.2",""
"SE10b.2","2022-23","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Agreement of wrongdoing","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","na","na","na","na","na","na","na","na","na",""
"SE10b.2","2022-23","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Transfer to other court levels","Transfer to other court levels","Transfer to other court levels","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","4.1","na","6.7","na","4.6","10.1","13.3","6.8","5.6",""
"SE10b.2","2022-23","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Withdrawn by prosecution","Withdrawn by prosecution","Withdrawn by prosecution","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","8.7","na","7.9","na","30.0","0.8","15.8","6.2","9.8",""
"SE10b.2","2022-23","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","","","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","87.0","na","79.4","na","59.1","89.1","na","73.4","81.6",""
"SE10b.2","2022-23","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Acquitted","Acquitted","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","7.6","na","1.4","na","2.7","17.8","na","3.6","4.9",""
"SE10b.2","2022-23","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","79.4","na","78.0","na","56.4","71.4","na","69.7","76.7",""
"SE10b.2","2022-23","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty plea by defendant","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","57.9","na","70.6","na","52.4","63.8","na","60.9","63.0",""
"SE10b.2","2022-23","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty finding by court","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","8.6","na","1.1","na","1.3","3.9","na","4.3","4.8",""
"SE10b.2","2022-23","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty ex-parte","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","12.7","na","6.4","na","2.7","1.2","na","0.7","8.8",""
"SE10b.2","2022-23","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Agreement of wrongdoing","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","na","na","na","na","na","na","na","na","na",""
"SE10b.2","2022-23","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Transfer to other court levels","Transfer to other court levels","Transfer to other court levels","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","3.7","na","9.2","na","8.1","9.6","na","13.1","6.6",""
"SE10b.2","2022-23","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Withdrawn by prosecution","Withdrawn by prosecution","Withdrawn by prosecution","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","9.0","na","11.1","na","32.0","0.6","na","12.5","11.5",""
"SE10b.2","2022-23","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","18406","na","17769","na","3003","1002","201","4967","45348",""
"SE10b.2","2022-23","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Acquitted","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","1270","na","172","na","77","255","43","119","1936",""
"SE10b.2","2022-23","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","17140","na","17598","na","2928","752","159","4846","43423",""
"SE10b.2","2022-23","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty plea by defendant","Number","","","ABS (unpublished) Criminal Courts Australia","no.","12601","na","15416","na","2619","670","150","4531","35987",""
"SE10b.2","2022-23","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty finding by court","Number","","","ABS (unpublished) Criminal Courts Australia","no.","2402","na","181","na","46","43","3","67","2742",""
"SE10b.2","2022-23","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty ex-parte","Number","","","ABS (unpublished) Criminal Courts Australia","no.","2111","na","1996","na","258","7","3","20","4395",""
"SE10b.2","2022-23","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Agreement of wrongdoing","Number","","","ABS (unpublished) Criminal Courts Australia","no.","na","na","na","na","na","na","na","na","na",""
"SE10b.2","2022-23","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Transfer to other court levels","","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","876","na","1389","na","216","114","38","389","3022",""
"SE10b.2","2022-23","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Withdrawn by prosecution","","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","1843","na","1642","na","1397","9","45","356","5292",""
"SE10b.2","2022-23","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","59327","na","48729","na","6976","3483","na","629","119144",""
"SE10b.2","2022-23","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Acquitted","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","5212","na","845","na","317","697","na","31","7102",""
